model,seed,class_id,class_name,precision,recall,f1,support
LeNet_LSTM,43,0,class_0,0.9242424242424214,0.953124999999997,0.9384615384610355,320
LeNet_LSTM,43,1,class_1,0.9837662337662305,0.946874999999997,0.964968152865739,320
LeNet_LSTM,43,2,class_2,0.932551319648091,0.9937499999999968,0.9621785173973795,320
LeNet_LSTM,43,3,class_3,0.6550802139037415,0.7656249999999976,0.7060518731983482,320
LeNet_LSTM,43,4,class_4,0.9382352941176443,0.9968749999999968,0.9666666666661641,320
LeNet_LSTM,43,5,class_5,0.9275362318840552,0.9999999999999968,0.9624060150370917,320
LeNet_LSTM,43,6,class_6,0.7450199203187221,0.5843749999999981,0.6549912434320794,320
LeNet_LSTM,43,7,class_7,0.9856115107913633,0.8562499999999973,0.9163879598657201,320
LeNet_LSTM,43,8,class_8,0.9316770186335374,0.937499999999997,0.9345794392518334,320
LeNet_LSTM,43,9,class_9,0.9780564263322853,0.9749999999999969,0.976525821595741,320
LeNet_LSTM,43,10,class_10,0.9606060606060576,0.9906249999999969,0.9753846153841124,320
LeNet_LSTM,43,11,class_11,0.9834437086092682,0.928124999999997,0.9549839228290792,320
