epoch,train_loss,val_loss,val_acc,val_f1,lr,epoch_time_s,cum_time_s
1.0,0.9445604998724801,0.48996528947193707,0.825,0.8182762080527776,0.0001,77.91599315218627,77.91599315218627
2.0,0.42505140429451355,0.4099418217149962,0.8598214285714286,0.8557369363926227,0.0001,75.84475583583117,153.76074898801744
3.0,0.2835433101937884,0.4423784311666774,0.8681547619047619,0.8651612155274527,0.0001,80.25048243999481,234.01123142801225
4.0,0.20224963267644247,0.37530978690649913,0.8872023809523809,0.886628638916472,0.0001,82.49744488671422,316.5086763147265
5.0,0.1548031227574462,0.3792938266670154,0.8964285714285715,0.895740563679289,0.0001,73.51098430901766,390.01966062374413
6.0,0.12833054964741072,0.35403056467517413,0.9017857142857143,0.9010714964072476,0.0001,80.63202430680394,470.6516849305481
7.0,0.10170151948219254,0.36438077667657387,0.9044642857142857,0.9016591492489114,0.0001,82.52717997319996,553.178864903748
8.0,0.08670293143817356,0.5641660325474471,0.8485119047619047,0.850343114313241,0.0001,84.37308964319527,637.5519545469433
9.0,0.08490402924163001,0.3941051809585631,0.8872023809523809,0.8877108102478567,5e-05,84.57201143540442,722.1239659823477
10.0,0.039228544185558954,0.4316931593624932,0.9068452380952381,0.9060373406235817,5e-05,76.53158604353666,798.6555520258844
