model,display_name,seed,selected_epoch,train_loss_at_selected,train_acc_at_selected,train_f1_at_selected,val_loss_at_selected,val_acc_at_selected,val_f1_at_selected,test_accuracy,test_macro_f1,test_macro_precision,test_macro_recall,params_m,train_time_sec,inference_ms
LSTM,LSTM baseline,44,30,0.002236847629149755,0.9998214285714285,0.999940476182383,0.6919030340562348,0.8943452380952381,0.8957403495456492,0.83359375,0.8331823641166535,0.8397329835438249,0.8335937499999974,0.595724,388.1264936029911,0.06931717216502875
