model,display_name,train_acc_mean,train_acc_std,train_f1_mean,train_f1_std,val_acc_mean,val_acc_std,val_f1_mean,val_f1_std,test_acc_mean,test_acc_std,test_macro_f1_mean,test_macro_f1_std,params_m,train_time_sec_mean,train_time_sec_std,inference_ms_mean,inference_ms_std
LSTM,LSTM baseline,0.9998214285714285,,0.999940476182383,,0.8943452380952381,,0.8957403495456492,,0.83359375,,0.8331823641166535,,0.595724,388.1264936029911,,0.06931717216502875,
