model,seed,class_id,class_name,precision,recall,f1,support
LeNet_LSTM_MotionInput,43,0,class_0,0.9422492401215776,0.9687499999999969,0.9553158705696049,320
LeNet_LSTM_MotionInput,43,1,class_1,0.993548387096771,0.9624999999999969,0.9777777777772746,320
LeNet_LSTM_MotionInput,43,2,class_2,0.9464285714285685,0.9937499999999968,0.9695121951214485,320
LeNet_LSTM_MotionInput,43,3,class_3,0.7416413373860159,0.7624999999999975,0.7519260400611308,320
LeNet_LSTM_MotionInput,43,4,class_4,0.9635258358662584,0.9906249999999969,0.9768875192598977,320
LeNet_LSTM_MotionInput,43,5,class_5,0.955223880597012,0.9999999999999968,0.9770992366407185,320
LeNet_LSTM_MotionInput,43,6,class_6,0.7697368421052606,0.7312499999999976,0.7499999999994978,320
LeNet_LSTM_MotionInput,43,7,class_7,0.9894366197183063,0.8781249999999972,0.9304635761584389,320
LeNet_LSTM_MotionInput,43,8,class_8,0.9755351681957156,0.9968749999999968,0.9860896445126345,320
LeNet_LSTM_MotionInput,43,9,class_9,0.9655172413793073,0.9624999999999969,0.9640062597804046,320
LeNet_LSTM_MotionInput,43,10,class_10,0.9664634146341433,0.9906249999999969,0.9783950617278921,320
LeNet_LSTM_MotionInput,43,11,class_11,0.9806451612903193,0.949999999999997,0.9650793650788619,320
