model_name,phase,trial_id,seed,lr,batch_size,weight_decay,epochs_budget,epochs_ran,best_epoch,best_val_f1,best_val_macro_f1,best_val_acc,best_val_loss,last_val_loss,train_loss_at_best_epoch,val_loss_at_best_epoch,overfit_gap_loss,last5_mean_val_f1,last5_std_val_f1,final_epoch_val_f1,train_time_sec,num_params,test_f1,test_acc,label_smoothing,status,status_reason,error,num_channels,dropout,host,gpu_local_id,cuda_visible_devices,pid
TCN,2,1,243,0.0001,16,0.003,18,18,18,0.8491074551526211,0.8491074551526211,0.8491071428571428,0.8014433596815381,0.8014433596815381,0.3219513985088893,0.8014433596815381,0.0,0.8412357835762168,0.007171672522310388,0.8491074551526211,4561.9268726129085,2083724,,,0.05,ok,,,128,0.3,ubuntu,3,3,391184
TCN,2,2,244,0.0001,16,0.001,18,18,17,0.8467442359138473,0.8467442359138473,0.8473214285714286,0.7891672087567193,0.7976158688465754,0.3256921885694776,0.7891672087567193,0.00844866008985612,0.8415645650411099,0.003704186301054735,0.8416888607853646,5080.55742957443,2083724,,,0.05,ok,,,128,0.3,ubuntu,5,5,393643
