model_name,phase,trial_id,seed,lr,batch_size,weight_decay,epochs_budget,epochs_ran,best_epoch,best_val_f1,best_val_macro_f1,best_val_acc,best_val_loss,last_val_loss,train_loss_at_best_epoch,val_loss_at_best_epoch,overfit_gap_loss,last5_mean_val_f1,last5_std_val_f1,final_epoch_val_f1,train_time_sec,num_params,test_f1,test_acc,label_smoothing,status,status_reason,error,input_proj_dim,hidden_size,num_layers,dropout,use_last_only,host,gpu_local_id,cuda_visible_devices,pid
LSTM,2,1,243,0.0006,16,0.0003,18,18,18,0.8389969331097619,0.8389969331097619,0.8389880952380953,0.8421990686938876,0.8421990686938876,0.30854905460562027,0.8421990686938876,0.0,0.8367587368397785,0.0013031267833091156,0.8389969331097619,298.4786557722837,612364,,,0.05,ok,,,256,192,1,0.3,False,ubuntu,2,2,167325
LSTM,2,2,244,0.0006,32,0.0003,18,18,17,0.853851172519032,0.853851172519032,0.8541666666666666,0.8312059649399348,0.8498494812420436,0.3158945781844003,0.8312059649399348,0.01864351630210881,0.8510682445468885,0.0026709474369008422,0.8507078960244409,192.34055967256427,595724,,,0.05,ok,,,256,128,2,0.3,False,ubuntu,1,1,167769
LSTM,2,3,245,0.0006,64,0.0001,18,18,18,0.8144105477735591,0.8144105477735591,0.8145833333333333,0.9721985158466158,0.9721985158466158,0.37169301940461075,0.9721985158466158,0.0,0.8038449919341989,0.00680549535889709,0.8144105477735591,173.46315215155482,564556,,,0.05,ok,,,64,192,2,0.6,False,ubuntu,1,1,169698
