model_name,phase,trial_id,seed,lr,batch_size,weight_decay,epochs_budget,epochs_ran,best_epoch,best_val_f1,best_val_macro_f1,best_val_acc,best_val_loss,last_val_loss,train_loss_at_best_epoch,val_loss_at_best_epoch,overfit_gap_loss,last5_mean_val_f1,last5_std_val_f1,final_epoch_val_f1,train_time_sec,num_params,test_f1,test_acc,label_smoothing,status,status_reason,error,d_model,nhead,num_layers,dim_feedforward,dropout,pooling,norm_first,host,gpu_local_id,cuda_visible_devices,pid
Transformer,1,1,43,0.0001,64,0.001,10,10,9,0.4678201185115573,0.4678201185115573,0.47619047619047616,1.741637008530753,1.739996608098348,1.2072935063576065,1.741637008530753,-0.001640400432405098,0.4600002336079353,0.008669669605063894,0.46745297993333734,101.33132747001946,173644,,,0.05,ok,,,64,2,2,256,0.3,mean,True,ubuntu,6,6,331142
Transformer,1,2,44,5e-05,32,0.001,10,10,10,0.3662373334182274,0.3662373334182274,0.3827380952380952,2.0582630361829484,2.0582630361829484,1.7616416229520526,2.0582630361829484,0.0,0.35852820786298356,0.007783043732463827,0.3662373334182274,114.22348906286061,98892,,,0.05,ok,,,64,2,1,64,0.5,mean,True,ubuntu,6,6,332332
Transformer,1,3,45,0.0002,64,0.0001,10,10,9,0.552328058564325,0.552328058564325,0.5678571428571428,1.7990247391519092,1.795558214187622,0.7810317558934027,1.7990247391519092,-0.003466524964287121,0.5472839088368617,0.005871439907965308,0.5517902378735571,79.99302703887224,228428,,,0.05,ok,,,128,2,1,64,0.5,mean,True,ubuntu,1,1,333629
Transformer,1,4,46,0.0001,64,0.0003,10,10,10,0.37819992928802754,0.37819992928802754,0.3863095238095238,1.92097806930542,1.92097806930542,1.5851371174982745,1.92097806930542,0.0,0.3710224222126271,0.006781913292933851,0.37819992928802754,76.97129635512829,50572,,,0.05,ok,,,32,2,1,128,0.3,mean,True,ubuntu,6,6,334465
Transformer,1,5,47,0.0002,64,0.001,10,10,10,0.5802874819558911,0.5802874819558911,0.5851190476190476,1.5111064422698248,1.5111064422698248,0.7856667023647874,1.5111064422698248,0.0,0.5655265580004989,0.012269781452241071,0.5802874819558911,97.46410827338696,140620,,,0.05,ok,,,64,4,2,128,0.3,mean,True,ubuntu,5,5,335283
Transformer,1,6,48,0.0002,16,0.0001,10,10,9,0.5303835130133249,0.5303835130133249,0.5321428571428571,1.6286207677352995,1.6368673466500783,0.880784639148485,1.6286207677352995,0.008246578914778757,0.5243242905531631,0.006257671860974277,0.5303736074833394,167.9899520240724,50572,,,0.05,ok,,,32,4,1,128,0.3,mean,True,ubuntu,1,1,336148
Transformer,1,7,49,0.0001,64,0.0001,10,10,10,0.44502751080815167,0.44502751080815167,0.4636904761904762,1.9985102483204433,1.9985102483204433,1.2221961488288617,1.9985102483204433,0.0,0.43300080896863574,0.008583669701592933,0.44502751080815167,82.57251944951713,244876,,,0.05,ok,,,128,4,1,128,0.5,mean,True,ubuntu,2,2,336699
Transformer,1,8,50,5e-05,16,0.001,10,10,10,0.5809165451348753,0.5809165451348753,0.5898809523809524,1.5487513001476014,1.5487513001476014,0.7853349386226564,1.5487513001476014,0.0,0.5721584476760236,0.010541346069657214,0.5809165451348753,251.6854596324265,410252,,,0.05,ok,,,128,2,2,256,0.3,mean,True,ubuntu,6,6,336774
Transformer,1,9,51,0.0001,16,0.0001,10,10,9,0.5658620559964481,0.5658620559964481,0.5767857142857142,1.890407608520417,1.8990978561696552,0.7377549478837422,1.890407608520417,0.008690247649238314,0.5588134856829748,0.009800169962882127,0.56549339794768,248.26011467911303,311564,,,0.05,ok,,,128,4,2,64,0.5,mean,True,ubuntu,5,5,338590
Transformer,1,10,52,5e-05,16,0.0003,10,10,9,0.5833609759282544,0.5833609759282544,0.5907738095238095,1.5310306794586637,1.5315200369982493,0.820570390962419,1.5310306794586637,0.0004893575395856775,0.5691924358408699,0.01722331179563235,0.5830505653352144,255.59957932308316,410252,,,0.05,ok,,,128,2,2,256,0.3,mean,True,ubuntu,2,2,339414
Transformer,1,11,53,0.0001,32,0.001,10,10,10,0.5450718076845282,0.5450718076845282,0.5610119047619048,1.8947258648418246,1.8947258648418246,0.8893173374448504,1.8947258648418246,0.0,0.5314009982760358,0.012856161958122914,0.5450718076845282,157.2490885388106,311564,,,0.05,ok,,,128,2,2,64,0.5,mean,True,ubuntu,1,1,340540
Transformer,1,12,54,5e-05,32,0.001,10,10,10,0.4235066827673264,0.4235066827673264,0.4354166666666667,1.8369662971723648,1.8369662971723648,1.3625284436770848,1.8369662971723648,0.0,0.4145605713213028,0.00911782350461616,0.4235066827673264,151.89531678333879,173644,,,0.05,ok,,,64,2,2,256,0.3,mean,True,ubuntu,6,6,341844
