split_mode,model,category,accuracy_mean,accuracy_std,macro_f1_mean,macro_f1_std,macro_precision_mean,macro_precision_std,macro_recall_mean,macro_recall_std,training_seconds_mean,training_seconds_std,inference_ms_mean,inference_ms_std,params_m
subject,Transformer,attention,0.7252604166666666,,0.7183564205879626,,0.721458804301141,,0.7252604166666644,,760.2434923648834,,0.12140540638938546,,0.259052
