model_name,phase,trial_id,seed,lr,batch_size,weight_decay,epochs_budget,epochs_ran,best_epoch,best_val_f1,best_val_macro_f1,best_val_acc,best_val_loss,last5_mean_val_f1,last5_std_val_f1,final_epoch_val_f1,train_time_sec,num_params,test_f1,test_acc,status,status_reason,error,num_channels,dropout,host,gpu_local_id,cuda_visible_devices,pid
TCN,2,1,243,0.0001,16,0.001,18,18,13,0.8484153919443046,0.8484153919443046,0.8485119047619047,1.1661271565068754,0.8449990857610402,0.002846443033868672,0.8471812630934193,5043.488136546686,2083724,,,ok,,,128,0.3,ubuntu,0,0,4050861
TCN,2,2,244,0.0001,16,0.003,18,18,16,0.8438338880770987,0.8438338880770987,0.8428571428571429,1.2634282509173398,0.8402788208179862,0.0027448594077784643,0.8398249581810648,4732.350829940289,2083724,,,ok,,,128,0.3,ubuntu,1,1,4050862
