model,rank,phase1_trial_id,best_epoch,best_val_f1,best_val_acc,config
TCN,1,3,10,0.8377442190797648,0.8369047619047619,"{""lr"": 0.0001, ""batch_size"": 16, ""weight_decay"": 0.001, ""best_val_macro_f1"": 0.8377442190797648, ""num_channels"": 128, ""dropout"": 0.3}"
TCN,2,8,8,0.8357767895772151,0.8357142857142857,"{""lr"": 0.0001, ""batch_size"": 16, ""weight_decay"": 0.003, ""best_val_macro_f1"": 0.8357767895772151, ""num_channels"": 128, ""dropout"": 0.3}"
