model,display_name,train_acc_mean,train_acc_std,train_f1_mean,train_f1_std,val_acc_mean,val_acc_std,val_f1_mean,val_f1_std,test_acc_mean,test_acc_std,test_macro_f1_mean,test_macro_f1_std,params_m,train_time_sec_mean,train_time_sec_std,inference_ms_mean,inference_ms_std
LeNet_LSTM_MotionInput,LeNet_LSTM_MotionInput,0.9918452380952381,,0.9954749280597436,,0.9446428571428571,,0.9448587847254681,,0.92578125,,0.925024506078715,,0.803948,1369.896793473512,,0.47480749199166894,
