model_name,phase,trial_id,seed,lr,batch_size,weight_decay,epochs_budget,epochs_ran,best_epoch,best_val_f1,best_val_acc,best_val_loss,last5_mean_val_f1,last5_std_val_f1,final_epoch_val_f1,train_time_sec,num_params,test_f1,test_acc,status,status_reason,error,input_proj_dim,hidden_size,num_layers,dropout,use_last_only,host,gpu_local_id,cuda_visible_devices,pid
GRU,2,1,243,0.0003,8,1e-05,25,25,18,0.8755118713557107,0.8755952380952381,1.0100456431814437,0.8741857156534998,0.0007314676542400355,0.8740749960464477,1082.43887475878,1516044,,,ok,,,512,256,2,0.3,False,ubuntu,1,1,3161028
GRU,2,2,244,0.0006,8,0.0001,25,25,22,0.877512152049944,0.8773809523809524,1.0427976127894278,0.87560486040764,0.0010375628285630093,0.8748509412514401,1091.3469357676804,1057036,,,ok,,,256,256,2,0.3,False,ubuntu,0,0,3161053
GRU,2,3,245,0.0003,16,1e-05,25,25,24,0.8558420213740994,0.85625,1.1324152217235728,0.854636836554341,0.0007486722089991881,0.8546911692146962,645.513127533719,1516044,,,ok,,,512,256,2,0.5,False,ubuntu,2,2,3161890
