model,seed,class_id,class_name,precision,recall,f1,support
LeNet_LSTM,43,6,class_6,0.7006172839506151,0.7093749999999978,0.7049689440988767,320
LeNet_LSTM,43,3,class_3,0.719512195121949,0.7374999999999976,0.7283950617278928,320
LeNet_LSTM,43,7,class_7,0.9754385964912246,0.8687499999999972,0.9190082644623084,320
LeNet_LSTM,43,0,class_0,0.940809968847349,0.943749999999997,0.9422776911071412,320
LeNet_LSTM,43,11,class_11,0.9675324675324644,0.931249999999997,0.949044585986758,320
LeNet_LSTM,43,8,class_8,0.939209726443766,0.965624999999997,0.9522342064709918,320
LeNet_LSTM,43,1,class_1,0.9741935483870936,0.943749999999997,0.9587301587296556,320
LeNet_LSTM,43,5,class_5,0.9329446064139914,0.9999999999999968,0.9653092006028158,320
LeNet_LSTM,43,9,class_9,0.9808306709265144,0.959374999999997,0.9699842022111872,320
LeNet_LSTM,43,10,class_10,0.9574468085106352,0.9843749999999968,0.9707241910626712,320
LeNet_LSTM,43,2,class_2,0.9663608562691102,0.9874999999999968,0.9768160741880596,320
LeNet_LSTM,43,4,class_4,0.97832817337461,0.9874999999999968,0.982892690512716,320
