subject_id,num_samples,accuracy,macro_f1
26,480,0.7875,0.758955259723512
5,480,0.8958333333333334,0.8946169120425016
10,480,0.9229166666666667,0.9210006721150615
21,480,0.9354166666666667,0.9306371315097611
4,480,0.9395833333333333,0.9403553287494851
16,480,0.95,0.9480899522060738
18,480,0.95625,0.9560665762742625
33,480,0.9583333333333334,0.957249980007899
