model,seed,selected_epoch,selection_metric,best_val_f1,best_val_acc,best_val_loss,test_accuracy,test_macro_f1,checkpoint_path
TCN,43,17,best_val_f1_max,0.8711534532032402,0.8705357142857143,0.9709273541786485,0.8526041666666667,0.8516048316391572,/home/yaxin/tacact/outputs_main_10gpu_final_20260501_023752/parallel_workers/TCN_seed43/subject_seed43/checkpoints/TCN_seed43_best.pt
