split_mode,seed,model,category,accuracy,macro_f1,macro_precision,macro_recall,training_seconds,inference_ms,params,params_m
subject,42.0,Transformer,attention,0.08333333333333333,0.15399422521641218,0.02085505735140771,0.08333333333333307,5.818242400884628,0.044872675789520144,259052.0,0.259052
