split_mode,seed,model,category,accuracy,macro_f1,macro_precision,macro_recall,training_seconds,inference_ms,params,params_m
subject,46.0,MobileNet_V2,cnn,0.9122395833333333,0.9119244845355879,0.9122457452371857,0.9122395833333302,1534.4632567893714,0.377186801051721,2261420.0,2.26142
