split_mode,model,category,accuracy_mean,accuracy_std,macro_f1_mean,macro_f1_std,macro_precision_mean,macro_precision_std,macro_recall_mean,macro_recall_std,training_seconds_mean,training_seconds_std,inference_ms_mean,inference_ms_std,params_m
subject,LeNet_LSTM,temporal,0.8963541666666667,,0.8924378882237365,,0.9127321061740545,,0.8963541666666638,,4169.945409458131,,0.4312558565288782,,0.803548
