epoch,train_loss,val_loss,val_acc,val_f1,lr,epoch_time_s,cum_time_s
1.0,1.065277647489593,0.5660030345997906,0.7791666666666667,0.7613523157235688,0.0006,61.53981032781303,61.53981032781303
2.0,0.4841849280751887,0.3496178579965739,0.8699404761904762,0.8699948329196315,0.0006,48.69175469689071,110.23156502470374
3.0,0.36075772314554166,0.3309532215216331,0.8806547619047619,0.8774889495157265,0.0006,52.293429194018245,162.524994218722
4.0,0.27060426979547453,0.34556335810195293,0.8744047619047619,0.8742207806915436,0.0006,55.27495618164539,217.79995040036738
5.0,0.23560911622785385,0.28643314400362563,0.8961309523809524,0.8975624768592958,0.0006,55.72259099408984,273.5225413944572
6.0,0.2121870817882674,0.2585256764860787,0.9107142857142857,0.9104135351989191,0.0006,54.997685838490725,328.52022723294795
7.0,0.1695571693919954,0.28038091943431787,0.9071428571428571,0.907035308003452,0.0006,53.46813705936074,381.9883642923087
8.0,0.15894996152747246,0.3061108489236436,0.9011904761904762,0.9006949222200918,0.0006,54.871897134929895,436.8602614272386
9.0,0.14281077524735813,0.4197538748583351,0.8776785714285714,0.8768508354967871,0.0003,53.62686534784734,490.4871267750859
10.0,0.07586394362506413,0.3027393952300621,0.9110119047619047,0.9113625888897672,0.0003,41.38884795643389,531.8759747315198
