model,seed,best_config_path,hpo_trial_id,hpo_best_val_f1,hpo_best_val_acc,main_best_val_f1,main_test_macro_f1,config_json
MobileNet_V2,43,/home/yaxin/tacact/outputs_phase1_10gpu_20260428_061937/best_model_configs.json,1,0.933619410214004,0.9339285714285714,0.9346639153982726,0.9276568770292211,"{""lr"": 0.001, ""batch_size"": 16, ""weight_decay"": 1e-05}"
