model,seed,class_id,class_name,precision,recall,f1,support
ResNet18,42,0,class_0,0.9937888198757733,0.9999999999999968,0.996884735201989,320
ResNet18,42,1,class_1,0.9814814814814784,0.9937499999999968,0.9875776397510497,320
ResNet18,42,2,class_2,0.9815950920245368,0.9999999999999968,0.9907120743029024,320
ResNet18,42,3,class_3,0.6962962962962945,0.8812499999999972,0.7779310344822631,320
ResNet18,42,4,class_4,0.9999999999999968,0.9874999999999968,0.9937106918233961,320
ResNet18,42,5,class_5,0.9999999999999968,0.9968749999999968,0.9984350547725798,320
ResNet18,42,6,class_6,0.8237704918032753,0.628124999999998,0.712765957446315,320
ResNet18,42,7,class_7,0.897674418604647,0.603124999999998,0.7214953271023202,320
ResNet18,42,8,class_8,0.8360655737704895,0.9562499999999969,0.8921282798828815,320
ResNet18,42,9,class_9,0.9865319865319832,0.915624999999997,0.9497568881680549,320
ResNet18,42,10,class_10,0.8689024390243876,0.8906249999999971,0.8796296296291269,320
ResNet18,42,11,class_11,0.8095238095238073,0.9562499999999969,0.8767908309450595,320
