split_mode,seed,model,category,accuracy,macro_f1,macro_precision,macro_recall,training_seconds,inference_ms,params,params_m
subject,44.0,ResNet18,cnn,0.9307291666666667,0.930046913611429,0.9355367024421458,0.9307291666666636,1131.914466790855,0.24516080738976598,11424140.0,11.42414
