split_mode,model,category,accuracy_mean,accuracy_std,macro_f1_mean,macro_f1_std,macro_precision_mean,macro_precision_std,macro_recall_mean,macro_recall_std,training_seconds_mean,training_seconds_std,inference_ms_mean,inference_ms_std,params_m
subject,EfficientNet_B0,cnn,0.9307291666666667,,0.93060919742305,,0.9319220037552122,,0.9307291666666636,,1195.7022791262716,,0.26445592229720205,,4.045096
