model,display_name,seed,lr,weight_decay,batch_size,epochs,optimizer,scheduler,model_kwargs_json,param_count,best_config_source
ResNet18,ResNet18,43,0.0003,0.0003,8,30,AdamW,ReduceLROnPlateau,{},11424140.0,best_config_path
