model,category,accuracy,macro_f1,macro_precision,macro_recall,training_seconds,inference_ms,params,params_m,best_epoch,best_val_loss,best_val_acc,best_val_f1,latency_ms_bs1,throughput_sps_bs1,latency_ms_bs32,throughput_sps_bs32
ResNet18,cnn,0.896875,0.8960319534231341,0.9033110919751864,0.8968749999999971,2361.7865196932107,0.4487808677367866,11424140.0,11.42414,7.0,0.22958321907407742,0.9354166666666667,0.9353229885644233,1.9723135232925415,507.0187818469244,0.06807087222114205,14690.571273294352
