model_name,phase,trial_id,seed,lr,batch_size,weight_decay,epochs_budget,epochs_ran,best_epoch,best_val_f1,best_val_macro_f1,best_val_acc,best_val_loss,last5_mean_val_f1,last5_std_val_f1,final_epoch_val_f1,train_time_sec,num_params,test_f1,test_acc,status,status_reason,error,num_channels,dropout,host,gpu_local_id,cuda_visible_devices,pid
TCN,2,1,243,0.0001,16,0.005,18,18,16,0.847648637714031,0.847648637714031,0.8479166666666667,1.3097030441475832,0.8456383341536601,0.0015541606553292002,0.8462271963041479,4860.33810528554,3936780,,,ok,,,256,0.5,ubuntu,0,0,715045
TCN,2,2,244,0.0001,16,0.001,18,18,18,0.8432799282285749,0.8432799282285749,0.843452380952381,1.4479745056397708,0.8421399670929548,0.0010962722441131773,0.8432799282285749,6535.960399603471,7281420,,,ok,,,384,0.5,ubuntu,1,1,715046
