split_mode,model,category,accuracy_mean,accuracy_std,macro_f1_mean,macro_f1_std,macro_precision_mean,macro_precision_std,macro_recall_mean,macro_recall_std,training_seconds_mean,training_seconds_std,inference_ms_mean,inference_ms_std,params_m
subject,LeNet_LSTM,temporal,0.9182291666666667,,0.9192872348698659,,0.9219698101400717,,0.9182291666666637,,4091.48966274783,,0.4343066131696105,,0.803548
