model_name,phase,trial_id,seed,lr,batch_size,weight_decay,epochs_budget,epochs_ran,best_epoch,best_val_f1,best_val_acc,best_val_loss,last5_mean_val_f1,last5_std_val_f1,final_epoch_val_f1,train_time_sec,num_params,test_f1,test_acc,status,status_reason,error,host,gpu_local_id,cuda_visible_devices,pid
EfficientNet_B0,2,1,243,0.0003,8,0.0005,25,25,14,0.9166440627340876,0.9172619047619047,0.35768370878527744,0.909899671040171,0.0013756224481239596,0.9115922840453087,2938.019056400284,4045096,,,ok,,,ubuntu,5,5,3115729
EfficientNet_B0,2,2,244,0.0007,16,0.0001,25,25,25,0.9264074503991572,0.9264880952380953,0.39409505454895455,0.921657788626613,0.0034942655062014417,0.9264074503991572,1561.3752586189657,4045096,,,ok,,,ubuntu,3,3,3120599
EfficientNet_B0,2,3,245,0.0003,16,1e-05,25,25,14,0.9154394436157296,0.9157738095238095,0.4367709616311393,0.9138357658170811,0.0008461362506477682,0.9137945637567064,1498.0480516608804,4045096,,,ok,,,ubuntu,4,4,3121014
