model,display_name,train_acc_mean,train_acc_std,train_f1_mean,train_f1_std,val_acc_mean,val_acc_std,val_f1_mean,val_f1_std,test_acc_mean,test_acc_std,test_macro_f1_mean,test_macro_f1_std,params_m,train_time_sec_mean,train_time_sec_std,inference_ms_mean,inference_ms_std
LeNet_LSTM,LeNet-LSTM baseline,0.9817261904761905,,0.9880918086149095,,0.9181547619047619,,0.916535862930005,,0.8989583333333333,,0.8988833256542407,,0.331708,624.9209140259773,,0.16939344932325184,
