split_mode,model,category,accuracy_mean,accuracy_std,macro_f1_mean,macro_f1_std,macro_precision_mean,macro_precision_std,macro_recall_mean,macro_recall_std,training_seconds_mean,training_seconds_std,inference_ms_mean,inference_ms_std,params_m
subject,MobileNet_V2,cnn,0.9307291666666667,,0.9304258511560369,,0.9304296575784611,,0.9307291666666635,,1468.8835975714028,,0.35695996484719217,,2.26142
