model,display_name,train_acc_mean,train_acc_std,train_f1_mean,train_f1_std,val_acc_mean,val_acc_std,val_f1_mean,val_f1_std,test_acc_mean,test_acc_std,test_macro_f1_mean,test_macro_f1_std,params_m,train_time_sec_mean,train_time_sec_std,inference_ms_mean,inference_ms_std
TCN,TCN baseline,0.996904761904762,,0.9998809523652671,,0.8369047619047619,,0.8378692423017293,,0.8390625,,0.8396089910348633,,2.083724,884.5594209209085,,0.09663095115683973,
