model,seed,class_id,class_name,precision,recall,f1,support
LSTM,44,0,class_0,0.8375350140055998,0.934374999999997,0.8833087149182579,320
LSTM,44,1,class_1,0.87272727272727,0.8999999999999971,0.8861538461533435,320
LSTM,44,2,class_2,0.922360248447202,0.928124999999997,0.92523364485931,320
LSTM,44,3,class_3,0.725212464589233,0.7999999999999975,0.7607726597320398,320
LSTM,44,4,class_4,0.6830601092896156,0.7812499999999976,0.728862973760433,320
LSTM,44,5,class_5,0.9129129129129101,0.949999999999997,0.9310872894328815,320
LSTM,44,6,class_6,0.7400722021660623,0.640624999999998,0.6867671691787297,320
LSTM,44,7,class_7,0.8942307692307663,0.8718749999999972,0.8829113924045603,320
LSTM,44,8,class_8,0.8968749999999971,0.8968749999999971,0.8968749999994972,320
LSTM,44,9,class_9,0.7802197802197773,0.6656249999999979,0.7183811129843236,320
LSTM,44,10,class_10,0.9372937293729341,0.8874999999999972,0.9117174959866562,320
LSTM,44,11,class_11,0.8945578231292486,0.8218749999999974,0.8566775244294655,320
