model_name,phase,trial_id,seed,lr,batch_size,weight_decay,epochs_budget,epochs_ran,best_epoch,best_val_f1,best_val_acc,best_val_loss,last5_mean_val_f1,last5_std_val_f1,final_epoch_val_f1,train_time_sec,num_params,test_f1,test_acc,status,status_reason,error,host,gpu_local_id,cuda_visible_devices,pid
EfficientNet_B0,1,1,43,0.001,16,1e-05,10,10,9,0.9153616323824089,0.9160714285714285,0.28081251139233643,0.9022676541739564,0.012510708250317365,0.9094495055378092,740.8247983381152,4045096,,,ok,,,ubuntu,0,0,2908946
EfficientNet_B0,1,2,44,0.001,8,1e-05,10,10,9,0.9150368237464938,0.9151785714285714,0.27890349990222085,0.9060067919415113,0.0073091725130094995,0.9134113721841405,1364.8793220017105,4045096,,,ok,,,ubuntu,1,1,2908947
EfficientNet_B0,1,3,45,0.0003,8,0.0005,10,10,8,0.9235280832379428,0.9241071428571429,0.25593881137148417,0.9052058553003952,0.02494303135497955,0.9161707171747392,1392.5174815859646,4045096,,,ok,,,ubuntu,2,2,2908948
EfficientNet_B0,1,4,46,0.0007,16,0.0001,10,10,8,0.9234555427106166,0.9232142857142858,0.2742225139166018,0.8977034618782096,0.014878014039046237,0.903289244644886,749.0147234667093,4045096,,,ok,,,ubuntu,3,3,2908949
EfficientNet_B0,1,5,47,0.0003,16,0.0005,10,10,7,0.9151306568244667,0.9154761904761904,0.2733899177339654,0.9054602760047589,0.006938685114880489,0.9071865976430039,741.3326639086008,4045096,,,ok,,,ubuntu,4,4,2908950
EfficientNet_B0,1,6,48,0.0007,16,1e-05,10,10,10,0.9113964495049974,0.9122023809523809,0.334296709575051,0.9010337548699532,0.0078299468797988,0.9113964495049974,744.0929722655565,4045096,,,ok,,,ubuntu,5,5,2908951
EfficientNet_B0,1,7,49,0.001,8,0.0005,10,10,8,0.9174093381626683,0.9178571428571428,0.24705035550545984,0.9064500944239015,0.008135204636519247,0.9146422000952855,1372.8145249765366,4045096,,,ok,,,ubuntu,6,6,2909015
EfficientNet_B0,1,8,50,0.0007,8,1e-05,10,10,8,0.9030829007350593,0.9023809523809524,0.3010613880703302,0.8888670111798828,0.01708008529695759,0.8743250825274917,1380.2947724200785,4045096,,,ok,,,ubuntu,7,7,2909079
EfficientNet_B0,1,9,51,0.0007,8,0.0005,10,10,10,0.9082764447916801,0.9071428571428571,0.36009738759477755,0.8934987282950295,0.014019860179194984,0.9082764447916801,1369.9960098844022,4045096,,,ok,,,ubuntu,8,8,2909269
EfficientNet_B0,1,10,52,0.001,16,0.0001,10,10,5,0.9173735318753987,0.9169642857142857,0.25616460011298753,0.9114748081483643,0.0030562737675663004,0.9160115993173567,756.7412175126374,4045096,,,ok,,,ubuntu,9,9,2909396
EfficientNet_B0,1,11,53,0.0003,16,1e-05,10,10,10,0.9200383202488842,0.919345238095238,0.2965879900697257,0.9081078879075228,0.008566728207940253,0.9200383202488842,762.8959485646337,4045096,,,ok,,,ubuntu,4,4,2924900
EfficientNet_B0,1,12,54,0.0007,16,0.0005,10,10,9,0.9130868888026976,0.9133928571428571,0.3085100861109368,0.9086233526918921,0.0052001562962717286,0.9122585296289772,764.7040320448577,4045096,,,ok,,,ubuntu,0,0,2924964
