model,category,accuracy,macro_f1,macro_precision,macro_recall,training_seconds,inference_ms,params,params_m,best_epoch,best_val_loss,best_val_acc,best_val_f1,latency_ms_bs1,throughput_sps_bs1,latency_ms_bs32,throughput_sps_bs32
GRU,temporal,0.85078125,0.8514565749565035,0.8566308833074369,0.8507812499999972,579.4107655584812,0.034776117536239326,513292.0,0.513292,17.0,0.8284020241835,0.8580357142857142,0.8576310574282862,1.441728863865137,693.6116943092169,0.04590818134602159,21782.60978065645
