metric,original_mean,original_std,improved_mean,improved_std,delta_mean
test_accuracy,0.8995052083333335,0.0097326410567049,0.9349479166666667,0.01297143407075145,0.035442708333333184
test_macro_f1,0.8995333881043484,0.00959613083786788,0.9343053988452235,0.013558973346904537,0.0347720107408751
class_3_f1,0.7052035869923075,0.04327381699615578,0.7678442270693164,0.03946265436720544,0.06264064007700898
class_6_f1,0.6991994547944732,0.04548610845537094,0.7415004034923351,0.06811947395821016,0.04230094869786194
class_3_to_6_errors,75.6,33.36398590629656,61.8,27.39342986922229,-13.799999999999997
class_6_to_3_errors,86.7,31.580760669186617,82.6,39.867001113424344,-4.1000000000000085
inference_ms,0.17581690161023286,0.006850958062684624,0.46820729738101363,0.012986622421526322,0.29239039577078074
params_m,0.331708,0.0,0.8039479999999999,1.1702778228589004e-16,0.4722399999999999
