split_mode,seed,model,category,accuracy,macro_f1,macro_precision,macro_recall,training_seconds,inference_ms,params,params_m
subject,44.0,EfficientNet_B0,cnn,0.9283854166666666,0.9272465478929943,0.929227474773159,0.9283854166666637,4872.412934044376,0.9626389015465975,4045096.0,4.045096
