model,selected_trial_id,epoch,train_loss,train_acc,train_macro_f1,val_loss,val_acc,val_macro_f1,lr,epoch_time_s,cum_time_s,is_best
EfficientNet_B0,2,7.0,0.445213996995063,0.9751785714285716,0.9751632549167304,0.5260711718173254,0.9125,0.912172936546726,0.0003,127.59544995240869,1024.1031360272318,0.0
EfficientNet_B0,2,8.0,0.419141892634687,0.981547619047619,0.9815461871638194,0.5756703371802966,0.899702380952381,0.8989204775239873,0.0003,140.09494335576892,1164.1980793830007,0.0
EfficientNet_B0,2,9.0,0.4109142927612577,0.9870238095238096,0.9870281988169228,0.5921600841340564,0.8991071428571429,0.8996256106494903,0.00015,141.78682632930577,1305.9849057123065,0.0
EfficientNet_B0,2,10.0,0.3519433919588725,0.991904761904762,0.9919062911083126,0.5177486412581943,0.9217261904761904,0.9207251204134432,0.00015,121.83960689045487,1427.8245126027614,0.0
EfficientNet_B0,2,11.0,0.3435179418893087,0.9933333333333332,0.9933298271927358,0.5553411156648681,0.919047619047619,0.9189834242567856,0.00015,147.1802016440779,1575.0047142468393,0.0
EfficientNet_B0,2,12.0,0.3403789383031073,0.9930357142857142,0.9930340718480734,0.53623005989052,0.9217261904761904,0.9211506725386484,7.5e-05,144.32650365121663,1719.331217898056,1.0
EfficientNet_B0,2,13.0,0.3277025306508654,0.9985119047619048,0.998511945691814,0.5409963611335982,0.9217261904761904,0.9212735052845716,7.5e-05,144.3277579061687,1863.6589758042248,1.0
EfficientNet_B0,2,14.0,0.3206698758687292,0.9973809523809524,0.9973825464519374,0.5286157554104215,0.9252976190476192,0.9248292978108804,7.5e-05,136.04592354409397,1999.7048993483183,1.0
EfficientNet_B0,2,15.0,0.3197671285555476,0.998154761904762,0.9981550409408718,0.5437498646123069,0.9217261904761904,0.9207528109643444,3.75e-05,142.83854173868897,2142.5434410870075,0.0
EfficientNet_B0,2,16.0,0.3127185261107626,0.999345238095238,0.999345237555682,0.5379148667057355,0.9291666666666668,0.9285051563401368,3.75e-05,139.699452733621,2282.2428938206285,1.0
EfficientNet_B0,2,17.0,0.3113342640939213,0.999404761904762,0.9994047403192686,0.5335488966533116,0.9279761904761904,0.9274042303118164,3.75e-05,141.87412006221712,2424.1170138828456,0.0
EfficientNet_B0,2,18.0,0.3112099785464151,0.999404761904762,0.9994048464977024,0.5422919645195916,0.9258928571428572,0.9253363328039133,1.875e-05,142.15385751239955,2566.270871395245,0.0
GRU,1,1.0,1.3544974736940294,0.8185714285714286,0.8140832530831911,1.0788581359954108,0.6586309523809524,0.6376153261879711,0.0006,24.96649101376533,24.96649101376533,1.0
GRU,1,2.0,0.6966086139565423,0.9155357142857142,0.9147948722626584,0.8951713712442488,0.7598214285714285,0.7586526443104122,0.0006,10.340195504948497,35.30668651871383,1.0
GRU,1,3.0,0.5266084770361582,0.9563690476190476,0.9563781891047666,0.8880506313982464,0.7913690476190476,0.7936215729412686,0.0006,10.730172520503402,46.036859039217234,1.0
GRU,1,4.0,0.4522326200916653,0.9738690476190476,0.9738535297244404,0.7993051162787846,0.8235119047619047,0.824377334687212,0.0006,10.269851358607411,56.306710397824645,1.0
GRU,1,5.0,0.4012171203181857,0.9870238095238096,0.987027251733017,0.8085304879006885,0.8366071428571429,0.8374203516836872,0.0006,9.72542173974216,66.0321321375668,1.0
GRU,1,6.0,0.376898143575305,0.9885714285714284,0.9885683579645536,0.8679690934362866,0.8288690476190477,0.8280048360148263,0.0006,10.88070571050048,76.91283784806728,0.0
GRU,1,7.0,0.377048887525286,0.981845238095238,0.9818584096880836,0.8946586935293107,0.8154761904761905,0.8154811653676669,0.0003,9.31880678795278,86.23164463602006,0.0
GRU,1,8.0,0.3398016518070584,0.998452380952381,0.9984523573776772,0.7677399445147741,0.8553571428571428,0.855761171081932,0.0003,10.545063000172377,96.77670763619244,1.0
GRU,1,9.0,0.3237356238705771,0.9982142857142856,0.9982136592245048,0.7946101236911047,0.8532738095238095,0.853316248964442,0.0003,11.71275887079537,108.4894665069878,0.0
GRU,1,10.0,0.3183678250085739,0.9992261904761904,0.9992261041203048,0.7881172194367363,0.8580357142857142,0.8587034030911243,0.0003,10.356342071667314,118.84580857865512,1.0
GRU,1,11.0,0.3230844673656282,0.9986309523809525,0.9986308236292244,0.8537811387152899,0.8458333333333333,0.8454909536856375,0.00015,7.484960975125432,126.33076955378056,0.0
GRU,1,12.0,0.3195370598066421,0.999404761904762,0.9994047190606324,0.8448729463985988,0.8458333333333333,0.8462033172815105,0.00015,10.342839861288669,136.67360941506922,0.0
GRU,1,13.0,0.3149235965524401,0.999345238095238,0.9993451739319288,0.8335436173847743,0.8538690476190476,0.8535067924271956,0.00015,11.38061741180718,148.0542268268764,0.0
GRU,1,14.0,0.3134037962981633,0.9996428571428572,0.9996428570892264,0.8118468945934659,0.8571428571428571,0.8573657641586231,7.5e-05,11.34221544675529,159.3964422736317,0.0
GRU,1,15.0,0.3116054555915651,0.9998214285714284,0.9998214072668516,0.8186343272527059,0.8586309523809523,0.858649585419928,7.5e-05,11.558248141780496,170.9546904154122,0.0
GRU,1,16.0,0.3119838268983931,0.9998809523809524,0.9998809523652672,0.8218563159306844,0.8598214285714286,0.8596811091746083,7.5e-05,10.07380204461515,181.0284924600273,1.0
GRU,1,17.0,0.3111554679416475,0.9998214285714284,0.9998214072668516,0.8188138774463108,0.8571428571428571,0.8568454264163008,3.75e-05,8.760328523814678,189.788820983842,0.0
GRU,1,18.0,0.3102569877533686,0.9998809523809524,0.9998809523652672,0.8217621706780933,0.8598214285714286,0.8597778948514966,3.75e-05,9.053880920633674,198.8427019044757,1.0
LSTM,2,1.0,1.4901400566101075,0.7308928571428571,0.7193260100254798,1.2376140029657454,0.6050595238095238,0.5877700378339888,0.0006,28.33523848466575,28.33523848466575,1.0
LSTM,2,2.0,0.8765742652756827,0.8382142857142857,0.8305849760343955,1.0946962680135457,0.6821428571428572,0.6771531309061745,0.0006,10.96353198774159,39.29877047240734,1.0
LSTM,2,3.0,0.6925984913962228,0.901845238095238,0.9007996264379424,0.9707388630935124,0.7410714285714286,0.7393955349729434,0.0006,11.330231800675392,50.62900227308273,1.0
LSTM,2,4.0,0.5803982829479944,0.9288690476190476,0.9284012823455584,0.8864436839308057,0.774702380952381,0.7731986263896142,0.0006,11.777901478111744,62.40690375119448,1.0
LSTM,2,5.0,0.5122754410902659,0.9502380952380952,0.950223659270526,0.8725519194489434,0.7931547619047619,0.7932256135106605,0.0006,12.582482570782304,74.98938632197678,1.0
LSTM,2,6.0,0.462810468844005,0.9683928571428572,0.9684191748423924,0.8090078484444391,0.8154761904761905,0.8160727768659184,0.0006,10.84065386839211,85.83004019036889,1.0
LSTM,2,7.0,0.4468274113110133,0.9758333333333332,0.9757763691461402,0.8366742985589164,0.8175595238095238,0.8166674826141683,0.0006,10.040549015626311,95.8705892059952,1.0
LSTM,2,8.0,0.4166011357307434,0.970297619047619,0.9702196428751853,0.8963892752215976,0.8092261904761905,0.8098675197618689,0.0006,11.475588288158178,107.34617749415338,0.0
LSTM,2,9.0,0.396986577737899,0.9835714285714284,0.9835675630775048,0.8163545103300185,0.8351190476190476,0.8345908747864059,0.0003,11.624934436753392,118.97111193090676,1.0
LSTM,2,10.0,0.3613043891815912,0.9938690476190476,0.993869546637907,0.813162286508651,0.837202380952381,0.837099260469529,0.0003,11.389017755165696,130.36012968607247,1.0
LSTM,2,11.0,0.3407794993831998,0.9948214285714284,0.9948244483212102,0.8128773975939978,0.8422619047619048,0.8425059399864979,0.0003,12.211563663557172,142.57169334962964,1.0
LSTM,2,12.0,0.3344153001194908,0.9960714285714286,0.9960731332827214,0.8573263435136704,0.8380952380952381,0.8369262326156154,0.00015,11.724190006032586,154.29588335566223,0.0
LSTM,2,13.0,0.3262000969478062,0.9982738095238096,0.9982741452020906,0.831145544563021,0.8452380952380952,0.8446712921462547,0.00015,11.500892205163836,165.79677556082606,1.0
LSTM,2,14.0,0.3226264325210026,0.99875,0.9987499775720656,0.8452906844161806,0.8470238095238095,0.8466597115534094,0.00015,11.840991647914052,177.63776720874012,1.0
LSTM,2,15.0,0.3216818669864109,0.9986309523809525,0.9986307104962407,0.8313281783035823,0.8505952380952381,0.8502740317647532,7.5e-05,11.61195842921734,189.24972563795745,1.0
LSTM,2,16.0,0.3178166839622316,0.999404761904762,0.999404655315467,0.8377704963797614,0.8541666666666666,0.853848410872806,7.5e-05,11.545431708917022,200.79515734687448,1.0
LSTM,2,17.0,0.3158945781844003,0.999404761904762,0.999404676528484,0.8312059649399348,0.8541666666666666,0.853851172519032,7.5e-05,11.652821373194456,212.44797872006893,1.0
LSTM,2,18.0,0.3143906065963563,0.999404761904762,0.9994046977642296,0.8498494812420436,0.8508928571428571,0.8507078960244409,3.75e-05,11.947418387979267,224.3953971080482,0.0
LeNet,1,1.0,1.0687280143158775,0.8249404761904762,0.8175982369915885,1.006638020277023,0.7232142857142857,0.7155501280228163,0.0005,23.48247755505145,23.48247755505145,1.0
LeNet,1,2.0,0.683571408249083,0.89625,0.8959798224789005,0.8814497893764859,0.7642857142857142,0.7622556187032717,0.0005,12.344357188791037,35.82683474384248,1.0
LeNet,1,3.0,0.5791414513758251,0.9194642857142856,0.9192782313384898,0.8320066786947704,0.8035714285714286,0.8045085034756553,0.0005,12.265410652384162,48.092245396226645,1.0
LeNet,1,4.0,0.5235634418044771,0.9373809523809524,0.9375757754276524,0.8114754337640036,0.8032738095238096,0.8033398489272249,0.0005,15.351398542523384,63.44364393875003,0.0
LeNet,1,5.0,0.4831996578829629,0.9401785714285714,0.9398369075450383,0.7773877026069732,0.8315476190476191,0.8305706213589423,0.0005,13.0167275685817,76.46037150733173,1.0
LeNet,1,6.0,0.4560923569259189,0.959404761904762,0.9593969321633158,0.7733216142370587,0.8327380952380953,0.8331709124811785,0.0005,14.225497728213668,90.6858692355454,1.0
LeNet,1,7.0,0.4324462020397186,0.97,0.9699894248930352,0.7584848437990461,0.8407738095238095,0.8413177516675084,0.0005,13.991012521088123,104.67688175663352,1.0
LeNet,1,8.0,0.4128017812683469,0.9741666666666666,0.9741415916703038,0.7607812770775386,0.8404761904761905,0.8410041857750161,0.0005,11.659899773076177,116.3367815297097,0.0
LeNet,1,9.0,0.3988236979359672,0.9786309523809524,0.97866141395884,0.7670423581486656,0.8407738095238095,0.8413307041560937,0.0005,13.349388355389236,129.68616988509893,1.0
LeNet,1,10.0,0.3886765305201212,0.9791666666666666,0.979124350456032,0.7579958406232652,0.8488095238095238,0.8479297260274644,0.0005,14.820451147854328,144.50662103295326,1.0
LeNet,1,11.0,0.377178123536564,0.985595238095238,0.9855883316320028,0.7403587264674051,0.8580357142857142,0.8570779020541143,0.0005,14.02714134566486,158.53376237861812,1.0
LeNet,1,12.0,0.3660519302742822,0.9883928571428572,0.9883861178852206,0.7645860197998229,0.8520833333333333,0.8525823844209683,0.0005,12.192824007943273,170.7265863865614,0.0
LeNet,1,13.0,0.3612807815415518,0.9907142857142858,0.9907128377133064,0.7571360959893181,0.856547619047619,0.856555493673632,0.0005,15.345780907198789,186.07236729376015,0.0
LeNet,1,14.0,0.3545415415366491,0.991904761904762,0.9919044105482194,0.746919174705233,0.850297619047619,0.8504375670255663,0.00025,15.163276799023151,201.23564409278333,0.0
LeNet,1,15.0,0.3295278064409891,0.9983333333333332,0.9983333534756724,0.7383794784545898,0.8580357142857142,0.8586058305568454,0.00025,15.03253091685474,216.26817500963807,1.0
LeNet,1,16.0,0.3251702455679575,0.9982738095238096,0.998273732871274,0.7272499332825343,0.8616071428571429,0.8615647597870816,0.00025,14.626519715413451,230.89469472505152,1.0
LeNet,1,17.0,0.3239187225273677,0.9976785714285714,0.9976787652162256,0.7136499436128707,0.8699404761904762,0.8700780555716586,0.00025,13.105629870668054,244.0003245957196,1.0
LeNet,1,18.0,0.3220847035589672,0.9992857142857144,0.9992858202288222,0.7266093498184567,0.8669642857142857,0.866831782871588,0.00025,15.35812865383923,259.3584532495588,0.0
LeNet_LSTM,1,1.0,1.414550438579951,0.7845833333333333,0.7818243269239041,0.9484373966852824,0.687202380952381,0.6646862814743649,0.0006,23.36102427728474,23.36102427728474,1.0
LeNet_LSTM,1,2.0,0.7875971105162182,0.8355357142857143,0.8348190623049877,0.8259547943160648,0.7755952380952381,0.7730258903187869,0.0006,8.24688084051013,31.60790511779487,1.0
LeNet_LSTM,1,3.0,0.6295854321224155,0.9241666666666668,0.9235001176119404,0.6392395626930963,0.8770833333333333,0.8738620704771195,0.0006,8.405946480110288,40.01385159790516,1.0
LeNet_LSTM,1,4.0,0.535088763604146,0.9326785714285716,0.9331010990955478,0.6777870592616854,0.8589285714285714,0.8595716222660391,0.0006,8.53908851929009,48.55294011719525,0.0
LeNet_LSTM,1,5.0,0.4867742503550569,0.935595238095238,0.93458626089634,0.637082568804423,0.86875,0.8671381411601304,0.0006,8.423193050548434,56.97613316774368,0.0
LeNet_LSTM,1,6.0,0.4612881358812064,0.9529166666666666,0.953082980952836,0.6586621835118248,0.8776785714285714,0.8766179213084532,0.0006,8.65719093568623,65.63332410342991,1.0
LeNet_LSTM,1,7.0,0.4374990543711775,0.9624404761904762,0.9624611128398778,0.6162033677101135,0.8910714285714286,0.8896606873774218,0.0006,8.548731114715338,74.18205521814525,1.0
LeNet_LSTM,1,8.0,0.424463078096339,0.9671428571428572,0.9671816167235676,0.6426709299995785,0.8889880952380952,0.8880567034763224,0.0006,8.723796047270298,82.90585126541555,0.0
LeNet_LSTM,1,9.0,0.4093331216406006,0.9673214285714286,0.967392219283337,0.6581675518126715,0.8860119047619047,0.8842940039422658,0.0006,8.472639987245202,91.37849125266077,0.0
LeNet_LSTM,1,10.0,0.3932978059855704,0.9842261904761904,0.984236023896092,0.6354765704699925,0.8949404761904762,0.8946277764348453,0.0003,8.629028115421534,100.00751936808228,1.0
LeNet_LSTM,1,11.0,0.3664555265196376,0.9891666666666666,0.9891582055056384,0.6306359506788708,0.89375,0.8923533495712445,0.0003,8.599063493311405,108.60658286139368,0.0
LeNet_LSTM,1,12.0,0.3548843057210001,0.9879166666666668,0.9879189565148824,0.6591697511218843,0.8922619047619048,0.891290117588012,0.0003,8.548264004290104,117.1548468656838,0.0
LeNet_LSTM,1,13.0,0.3530214614741249,0.9933333333333332,0.9933316913418532,0.6408488273620605,0.8967261904761905,0.8957941463450521,0.00015,8.57519856095314,125.73004542663692,1.0
LeNet_LSTM,1,14.0,0.3384144728854582,0.9901190476190476,0.9901117782012296,0.6747164700712477,0.8925595238095239,0.8915073778783277,0.00015,8.678449619561434,134.40849504619837,0.0
LeNet_LSTM,1,15.0,0.3354950993686574,0.9944642857142856,0.9944641876913288,0.6967187955265953,0.8907738095238096,0.8906157851202803,0.00015,8.681409638375044,143.0899046845734,0.0
LeNet_LSTM,1,16.0,0.3379353321097196,0.9951785714285716,0.9951762854905128,0.6290266258375985,0.9125,0.9125238886919388,7.5e-05,8.628005152568221,151.71790983714163,1.0
LeNet_LSTM,1,17.0,0.3326038244559284,0.996904761904762,0.9969040440257214,0.6466628710428873,0.905952380952381,0.9052615813413416,7.5e-05,8.597686912864447,160.31559675000608,0.0
LeNet_LSTM,1,18.0,0.3277650080026329,0.9973214285714286,0.9973206434828704,0.6500108730225336,0.9047619047619048,0.903615906042206,7.5e-05,8.577458448708057,168.89305519871414,0.0
MobileNet_V2,3,1.0,1.2599236274900891,0.8116666666666666,0.785050756401295,0.9717740532897768,0.7235119047619047,0.7538448707968993,0.0006,81.28884208202362,81.28884208202362,1.0
MobileNet_V2,3,2.0,0.7307438675562541,0.9152976190476192,0.9140625843854072,0.6155716045981362,0.8720238095238095,0.8715680517989962,0.0006,67.3143465872854,148.60318866930902,1.0
MobileNet_V2,3,3.0,0.5997125769512994,0.9273214285714284,0.92677870756115,0.6525619163399651,0.86875,0.8676030774525958,0.0006,61.79509783908725,210.39828650839627,0.0
MobileNet_V2,3,4.0,0.5418835004454567,0.9291071428571428,0.9287442411937148,0.6604346459820157,0.8654761904761905,0.8654377246880803,0.0006,68.2331407610327,278.63142726942897,0.0
MobileNet_V2,3,5.0,0.5117934781880605,0.9400595238095238,0.9395045328642336,0.617629074198859,0.875297619047619,0.8733743750779707,0.0003,66.88760125264525,345.5190285220742,1.0
MobileNet_V2,3,6.0,0.4194324360858826,0.9817261904761904,0.9816702030416964,0.5514590337162926,0.9035714285714286,0.9029231089387928,0.0003,56.33365433290601,401.8526828549802,1.0
MobileNet_V2,3,7.0,0.3969071809450785,0.9810714285714286,0.9811020451816734,0.5411886385508946,0.906845238095238,0.9068945632756736,0.0003,61.98917789570987,463.8418607506901,1.0
MobileNet_V2,3,8.0,0.3830884254546393,0.984404761904762,0.9843749261871948,0.552380540683156,0.9092261904761904,0.9094532540187498,0.0003,66.5954025555402,530.4372633062303,1.0
MobileNet_V2,3,9.0,0.3798563583691914,0.97625,0.976370177898649,0.5785286466280619,0.9086309523809524,0.9084426438026164,0.0003,68.44176036678255,598.8790236730129,0.0
MobileNet_V2,3,10.0,0.366672539114952,0.9901785714285716,0.9901642632277524,0.5621230879000255,0.9092261904761904,0.9085060657779488,0.00015,53.39626392349601,652.2752875965089,0.0
MobileNet_V2,3,11.0,0.3341939751591001,0.9949404761904762,0.994937398457016,0.582425736955234,0.9145833333333332,0.9138006119299652,0.00015,62.92797975428402,715.2032673507929,1.0
MobileNet_V2,3,12.0,0.3252461354221616,0.9985119047619048,0.9985123058891346,0.5712850188925153,0.9166666666666666,0.9164245091614288,0.00015,60.22721671126783,775.4304840620607,1.0
MobileNet_V2,3,13.0,0.3239494331110091,0.9979761904761904,0.9979764942454228,0.549415312068803,0.9220238095238096,0.9223551419891168,7.5e-05,62.14931070245802,837.5797947645187,1.0
MobileNet_V2,3,14.0,0.3109667600904192,0.9992261904761904,0.9992263793438656,0.565107559306281,0.9136904761904762,0.9125341394948276,7.5e-05,63.97445438802242,901.5542491525412,0.0
MobileNet_V2,3,15.0,0.309096970132419,0.9991666666666666,0.9991667726929814,0.5495683966648011,0.9252976190476192,0.9248733085172338,7.5e-05,58.997383723035455,960.5516328755766,1.0
MobileNet_V2,3,16.0,0.3099574186120714,0.9992261904761904,0.9992262536514136,0.535170536949521,0.925595238095238,0.9256371112672508,7.5e-05,63.03725317120552,1023.588886046782,1.0
MobileNet_V2,3,17.0,0.3090769558861142,0.9991666666666666,0.9991667077328618,0.5272307716664814,0.9279761904761904,0.927849598657493,7.5e-05,62.59950621984899,1086.1883922666311,1.0
MobileNet_V2,3,18.0,0.3048771034535907,0.9995833333333334,0.999583481497742,0.5447861854519163,0.924702380952381,0.9244254827810502,7.5e-05,59.395735865458846,1145.58412813209,0.0
ResNet18,2,1.0,0.8285812127022516,0.8856547619047619,0.8841724777902193,0.837556215269225,0.80625,0.803022199500031,0.0007,40.45701742172241,40.45701742172241,1.0
ResNet18,2,2.0,0.5278423586345854,0.9632142857142856,0.96323108574376,0.6663101165067582,0.8842261904761904,0.8851899069964883,0.0007,31.934575151652098,72.39159257337451,1.0
ResNet18,2,3.0,0.4731941464685258,0.9721428571428572,0.9721200208217768,0.5952799019359407,0.8970238095238096,0.8967983087850572,0.0007,35.25887002795935,107.65046260133386,1.0
ResNet18,2,4.0,0.4311937885908853,0.979047619047619,0.9790464440904092,0.5747004893564043,0.9023809523809524,0.9033540053985072,0.0007,33.818797348067164,141.46925994940102,1.0
ResNet18,2,5.0,0.4030172955138342,0.9848809523809524,0.984873191981372,0.5940485131172907,0.8946428571428572,0.8945980538523167,0.0007,37.148238088935614,178.61749803833663,0.0
ResNet18,2,6.0,0.3905675624949591,0.985654761904762,0.9856448429768192,0.5678501276742844,0.9220238095238096,0.9220231155555206,0.0007,36.12028787471354,214.73778591305015,1.0
ResNet18,2,7.0,0.3717817147289003,0.9873809523809524,0.9873756277346843,0.6158411444652648,0.8910714285714286,0.8903737019960104,0.0007,36.09419908002019,250.8319849930704,0.0
ResNet18,2,8.0,0.3605224796420052,0.989404761904762,0.9893911349909392,0.6220659065814246,0.893452380952381,0.8930282350714503,0.0007,25.950886262580752,276.7828712556511,0.0
ResNet18,2,9.0,0.3479454840932574,0.9954761904761904,0.9954756253614524,0.5883302644604729,0.9032738095238096,0.9032936693062966,0.00035,36.22994867525995,313.01281993091106,0.0
ResNet18,2,10.0,0.3135456128347487,0.9986309523809525,0.998631007053268,0.6190233632212594,0.9011904761904762,0.901431256565054,0.00035,36.11547241359949,349.12829234451056,0.0
ResNet18,2,11.0,0.3119973973149345,0.9994642857142856,0.9994642216649592,0.5699732229823158,0.919940476190476,0.9198064664122438,0.00035,35.14296919479966,384.2712615393102,0.0
ResNet18,2,12.0,0.3134694222041538,0.9988095238095238,0.9988097329932306,0.5643132218292781,0.9226190476190476,0.9225569655608298,0.00035,36.477877985686064,420.7491395249963,1.0
ResNet18,2,13.0,0.3089791098946616,0.998452380952381,0.998452506050966,0.551080434804871,0.9184523809523808,0.918949118268704,0.00035,30.70507999137044,451.4542195163667,0.0
ResNet18,2,14.0,0.3064028089954739,0.9978571428571428,0.997857487107818,0.6175199145362491,0.9047619047619048,0.9047827802916324,0.00035,35.5540804900229,487.0083000063896,0.0
ResNet18,2,15.0,0.3127749590930485,0.997202380952381,0.9972022532652822,0.6177135444822766,0.906845238095238,0.9066755580164604,0.00035,33.73627538792789,520.7445753943175,0.0
ResNet18,2,16.0,0.3130112529084796,0.999345238095238,0.999345365175326,0.576031326112293,0.9175595238095238,0.9169415909492836,0.000175,36.6197112351656,557.3642866294831,0.0
ResNet18,2,17.0,0.2998232651892162,1.0,0.9999999999994992,0.5497494957276753,0.9261904761904762,0.9259753706768395,0.000175,35.943987092003226,593.3082737214863,1.0
ResNet18,2,18.0,0.2986453528631301,0.9998214285714284,0.9998214283659348,0.5526264790977751,0.9282738095238096,0.927855386750874,0.000175,34.6434488594532,627.9517225809395,1.0
TCN,1,1.0,1.4795923032647087,0.8325595238095238,0.8310117300882095,1.1297107012498946,0.6907738095238095,0.6912607882058094,0.0001,273.3823430426419,273.3823430426419,1.0
TCN,1,2.0,0.8253865289404279,0.9177380952380952,0.9174859431061638,0.9621226705255964,0.7553571428571428,0.7557040971501131,0.0001,257.6288246847689,531.0111677274108,1.0
TCN,1,3.0,0.617056964124952,0.9626785714285714,0.9626895546991996,0.9005665567659197,0.794345238095238,0.7948811787595957,0.0001,259.25696361996233,790.2681313473731,1.0
TCN,1,4.0,0.52013700848534,0.9782142857142856,0.978237288928736,0.9140143055291404,0.7869047619047619,0.7873195325066455,0.0001,253.0413087401539,1043.309440087527,0.0
TCN,1,5.0,0.4595260784455708,0.9860714285714286,0.986068228571491,0.8873004067511786,0.8086309523809524,0.808356651649441,0.0001,252.19491034932437,1295.5043504368514,1.0
TCN,1,6.0,0.4233101826338541,0.9888095238095238,0.9888270239908294,0.8657404188598905,0.8160714285714286,0.8168738532298706,0.0001,251.2852762453258,1546.7896266821772,1.0
TCN,1,7.0,0.3986459155593599,0.9919642857142856,0.9919739806938392,0.8522442085402352,0.8205357142857143,0.8208587512090286,0.0001,250.62524390034375,1797.414870582521,1.0
