epoch,train_loss,val_loss,val_acc,val_f1,lr,epoch_time_s,cum_time_s
1.0,1.1885326185680571,0.6648649400100112,0.7702380952380953,0.7571712492702818,0.0006,36.961136205121875,36.961136205121875
2.0,0.45288113460654306,0.4478126280874546,0.8357142857142857,0.8312527354677929,0.0006,24.031238386407495,60.99237459152937
3.0,0.30143940617640813,0.42523795355532673,0.8458333333333333,0.8466895032427009,0.0006,24.66185741312802,85.65423200465739
4.0,0.24132137463915915,0.44928442974037136,0.8535714285714285,0.8489108980321602,0.0006,23.933465199545026,109.58769720420241
5.0,0.2049231322180657,0.39030602644752,0.8735119047619048,0.8727614013437567,0.0006,23.92526333220303,133.51296053640544
6.0,0.16162999595914568,0.31818096988856615,0.905952380952381,0.905484006509918,0.0006,24.05335367284715,157.5663142092526
7.0,0.13161757059040524,0.35396520564182926,0.8940476190476191,0.8945673708211369,0.0006,22.720553897321224,180.28686810657382
8.0,0.11247221908399037,0.3657990197358664,0.9011904761904762,0.9002843781035542,0.0006,24.628593852743506,204.91546195931733
9.0,0.09917888446932747,0.3953855441716206,0.8994047619047619,0.8981695281048477,0.0003,24.79383721202612,229.70929917134345
10.0,0.05807735876668067,0.3825401146363653,0.9116071428571428,0.910653650353835,0.0003,24.966747380793095,254.67604655213654
